#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
76.3%	7635000	-1004816.6833217852	310.1206093219292	40.4	2:48:47
76.4%	7640000	-1004398.6424953649	312.06715657056895	40.4	2:48:25
76.5%	7645000	-1005479.4265456367	309.53330320793	40.3	2:48:05
76.5%	7650000	-1003941.627982853	311.8499385029507	40.3	2:47:45
76.5%	7655000	-1005485.4083229471	310.01013387113136	40.3	2:47:24
76.6%	7660000	-1003012.9496501563	310.5131499520153	40.3	2:47:04
76.7%	7665000	-1005548.6736925747	310.9168146212477	40.3	2:46:42
76.7%	7670000	-1004666.1730683371	311.44187240602804	40.3	2:46:20
76.8%	7675000	-1005320.2460133396	311.4412091222331	40.3	2:45:57
76.8%	7680000	-1004108.9303233083	312.4181141184302	40.4	2:45:35
76.8%	7685000	-1005367.1175663248	308.89911240980655	40.4	2:45:13
76.9%	7690000	-1005544.8960505994	311.23649195357183	40.4	2:44:50
77.0%	7695000	-1003843.8720940873	310.20681949230277	40.4	2:44:28
77.0%	7700000	-1007483.2167989165	310.2057503482726	40.4	2:44:05
77.0%	7705000	-1004384.4738259865	308.83189417064875	40.4	2:43:43
77.1%	7710000	-1003525.0600439347	311.29645973256476	40.4	2:43:21
77.2%	7715000	-1005963.0256939754	309.99566418522784	40.4	2:42:59
77.2%	7720000	-1004451.1450198991	309.8733938091914	40.4	2:42:36
77.2%	7725000	-1006017.574343509	310.62760831232833	40.4	2:42:14
77.3%	7730000	-1004504.3083980475	308.0534932912201	40.4	2:41:52
77.3%	7735000	-1004092.5100112427	309.905218902373	40.4	2:41:30
77.4%	7740000	-1005684.9509760514	309.37151199767794	40.4	2:41:08
77.5%	7745000	-1003589.779918611	308.3479200174081	40.4	2:40:46
77.5%	7750000	-1006063.7868845752	310.5669281189757	40.4	2:40:24
77.5%	7755000	-1003466.7232570406	310.53316637227283	40.4	2:40:02
77.6%	7760000	-1004843.6362865418	311.49350516688696	40.4	2:39:39
77.7%	7765000	-1005301.564451322	308.807478294451	40.4	2:39:17
77.7%	7770000	-1003575.8976980578	313.0014345962041	40.4	2:38:55
77.8%	7775000	-1004161.5713042151	312.4344982462491	40.4	2:38:33
77.8%	7780000	-1005535.8750593187	309.41622063583964	40.4	2:38:11
77.8%	7785000	-1004564.3468775293	310.4067882261376	40.4	2:37:49
77.9%	7790000	-1005086.7654134091	309.6290767973999	40.4	2:37:27
78.0%	7795000	-1004394.3584025903	309.50684177920215	40.4	2:37:05
78.0%	7800000	-1005078.3273457661	311.6385758528525	40.4	2:36:43
78.0%	7805000	-1003696.7539600581	309.661802443292	40.4	2:36:21
78.1%	7810000	-1003732.300381776	307.2721651519998	40.4	2:35:59
78.2%	7815000	-1005670.4960362958	308.92830370072113	40.4	2:35:37
78.2%	7820000	-1004783.2062839242	310.975377921317	40.4	2:35:15
78.2%	7825000	-1003533.8603149764	309.31977354878455	40.4	2:34:53
78.3%	7830000	-1005659.0430972464	312.085399545627	40.4	2:34:31
78.3%	7835000	-1004048.4171453109	311.291174841358	40.4	2:34:09
78.4%	7840000	-1004703.5447999099	308.55525853279926	40.4	2:33:47
78.5%	7845000	-1005783.6901718527	309.97573090851284	40.5	2:33:25
78.5%	7850000	-1005812.8540753853	310.3054002031428	40.5	2:33:03
78.5%	7855000	-1006167.1357775042	310.60498601990406	40.5	2:32:41
78.6%	7860000	-1005875.4022049708	310.9601839170062	40.5	2:32:19
78.7%	7865000	-1003915.1073027318	308.9085259184585	40.5	2:31:57
78.7%	7870000	-1005408.969154425	309.91990982942394	40.5	2:31:35
78.8%	7875000	-1003008.7831310378	308.13543378398396	40.5	2:31:13
78.8%	7880000	-1003281.2068171473	309.42648264686466	40.5	2:30:51
78.8%	7885000	-1005025.0126495138	309.9265763630749	40.5	2:30:29
78.9%	7890000	-1005143.3582121236	311.60548461910236	40.5	2:30:07
79.0%	7895000	-1004512.0059018824	312.6731010889797	40.5	2:29:45
79.0%	7900000	-1004719.8984392891	309.306154074865	40.5	2:29:23
79.0%	7905000	-1003249.7653634539	309.6496064295708	40.5	2:29:01
79.1%	7910000	-1004201.2907740539	310.0696874199945	40.5	2:28:39
79.2%	7915000	-1005186.9770858092	312.99502081302194	40.5	2:28:17
79.2%	7920000	-1003606.2226006538	311.80811263540755	40.5	2:27:55
79.2%	7925000	-1003704.2358290926	309.8081569454759	40.5	2:27:34
79.3%	7930000	-1003523.6049770769	311.2384388063145	40.5	2:27:12
79.3%	7935000	-1004810.8988463851	313.6776652917899	40.5	2:26:50
79.4%	7940000	-1004948.8185800212	310.9210952743861	40.5	2:26:28
79.5%	7945000	-1003125.2718186751	311.24326118443895	40.5	2:26:06
79.5%	7950000	-1004120.4759184346	311.393114189481	40.5	2:25:44
79.5%	7955000	-1005121.2288022051	310.2822184988265	40.5	2:25:22
79.6%	7960000	-1003696.1077238759	310.50066940617864	40.5	2:25:00
79.7%	7965000	-1005718.666532414	311.4075466505592	40.5	2:24:38
79.7%	7970000	-1004262.8527042549	310.40609105485845	40.5	2:24:17
79.8%	7975000	-1005421.3249093592	312.68133105379735	40.5	2:23:55
79.8%	7980000	-1005273.6498590028	307.76499934675473	40.5	2:23:33
79.8%	7985000	-1004039.3113420997	309.9782435866631	40.5	2:23:11
79.9%	7990000	-1004234.1623605778	311.00704521487955	40.5	2:22:49
80.0%	7995000	-1004713.9681821372	310.9178116189586	40.5	2:22:27
80.0%	8000000	-1004129.6248730216	310.6524111649412	40.5	2:22:05
80.0%	8005000	-1005513.8327208692	311.40938202654905	40.5	2:21:43
80.1%	8010000	-1004761.1421481995	310.9859085519154	40.5	2:21:21
80.2%	8015000	-1005361.5153765352	309.8344988996764	40.5	2:21:00
80.2%	8020000	-1003090.1779126618	309.6372551387104	40.5	2:20:38
80.2%	8025000	-1004536.0029928004	309.1013322346762	40.6	2:20:16
80.3%	8030000	-1004505.4976806175	309.56212846315555	40.6	2:19:54
80.3%	8035000	-1004365.7496628622	311.98312098531227	40.6	2:19:32
80.4%	8040000	-1004749.8890771447	311.46692258561893	40.6	2:19:10
80.5%	8045000	-1003045.4157968424	311.88630448841815	40.6	2:18:48
80.5%	8050000	-1006139.5009985156	311.96976840459433	40.6	2:18:26
80.5%	8055000	-1006083.9960133396	309.1230587986283	40.6	2:18:04
80.6%	8060000	-1006483.1547040874	310.9825061121878	40.6	2:17:42
80.7%	8065000	-1004387.0138684688	309.3612236288717	40.6	2:17:20
80.7%	8070000	-1004892.7441917825	309.74886324626436	40.6	2:16:59
80.8%	8075000	-1003841.0659753717	310.82309834611834	40.6	2:16:37
80.8%	8080000	-1004411.4138001688	311.77331246469197	40.6	2:16:15
80.8%	8085000	-1004045.9328063037	307.48473463202197	40.6	2:15:55
80.9%	8090000	-1003763.0922194291	309.99107077619783	40.6	2:15:33
81.0%	8095000	-1002910.0714366045	310.37867579163714	40.6	2:15:13
81.0%	8100000	-1004721.9442622475	309.9885429170072	40.6	2:14:52
81.0%	8105000	-1005669.353937774	311.0810816390381	40.6	2:14:30
81.1%	8110000	-1003508.6126206303	307.92510871395984	40.6	2:14:08
81.2%	8115000	-1004505.0798105169	311.12090119046525	40.6	2:13:47
81.2%	8120000	-1004305.6486577671	311.12140100759905	40.6	2:13:26
81.2%	8125000	-1004327.8542078352	308.9734366237467	40.6	2:13:06
81.3%	8130000	-1004508.1194406822	310.55505385806606	40.6	2:12:46
81.3%	8135000	-1004375.20397186	309.1699560591787	40.6	2:12:25
81.4%	8140000	-1005762.9966900526	310.59962607089136	40.6	2:12:04
81.5%	8145000	-1004143.6016571103	309.14013489441794	40.6	2:11:42
81.5%	8150000	-1001483.7326481193	310.7225848404971	40.6	2:11:20
81.5%	8155000	-1004351.2683280306	309.91261189276634	40.6	2:10:58
81.6%	8160000	-1003843.0673110262	309.5225973558498	40.6	2:10:37
81.7%	8165000	-1004336.2403301895	309.39734527140354	40.6	2:10:15
81.7%	8170000	-1005671.8433193043	308.55113856018295	40.6	2:09:53
81.8%	8175000	-1004033.0955481837	311.757200000013	40.6	2:09:32
81.8%	8180000	-1004329.8470664909	309.10421616135744	40.6	2:09:10
81.8%	8185000	-1004097.0633331165	311.0895683519667	40.6	2:08:48
81.9%	8190000	-1004240.0011467123	310.20241909484446	40.6	2:08:28
82.0%	8195000	-1003580.681105719	310.16911168286725	40.6	2:08:08
82.0%	8200000	-1004963.4406880923	309.60456097545125	40.6	2:07:48
82.0%	8205000	-1004818.5636054967	311.61416794087893	40.6	2:07:26
82.1%	8210000	-1006060.9904935108	309.9178640388541	40.6	2:07:04
82.2%	8215000	-1002686.4710158408	310.4222230749969	40.6	2:06:43
82.2%	8220000	-1002890.2401490072	310.6076493071122	40.6	2:06:21
82.2%	8225000	-1003337.5209922399	309.7400598820992	40.6	2:05:59
82.3%	8230000	-1002644.026788339	309.5966975430165	40.6	2:05:37
82.3%	8235000	-1004203.5609719846	311.6031957324319	40.6	2:05:16
82.4%	8240000	-1005476.2954361467	310.6505009816886	40.6	2:04:54
82.5%	8245000	-1005241.6461694678	310.24949288526653	40.6	2:04:32
82.5%	8250000	-1004632.0364425397	310.5587043520364	40.6	2:04:10
82.5%	8255000	-1002523.7312799804	308.05591605747213	40.6	2:03:49
82.6%	8260000	-1003749.4115265813	310.02750508521984	40.6	2:03:27
82.7%	8265000	-1001799.0203833524	308.5204094038057	40.6	2:03:06
82.7%	8270000	-1006490.9169878699	310.8450747725239	40.6	2:02:44
82.8%	8275000	-1005759.4288676744	310.6193367064333	40.6	2:02:23
82.8%	8280000	-1005156.6945489403	310.03591476736705	40.6	2:02:01
82.8%	8285000	-1002600.9116131999	310.843407964884	40.6	2:01:39
82.9%	8290000	-1004989.273473354	308.8507142660011	40.6	2:01:17
83.0%	8295000	-1003983.5238041924	312.3539858246433	40.6	2:00:56
83.0%	8300000	-1004812.8557858961	309.09301320914625	40.6	2:00:34
83.0%	8305000	-1004087.474643915	311.02682638620195	40.6	2:00:12
83.1%	8310000	-1005437.2939975457	310.0739998778813	40.6	1:59:50
83.2%	8315000	-1004081.9694860438	310.83897716441993	40.6	1:59:29
83.2%	8320000	-1004343.3071981752	310.61988296726975	40.6	1:59:07
83.2%	8325000	-1003213.3725695135	309.6671668508187	40.6	1:58:45
83.3%	8330000	-1003276.385319707	310.9941137256818	40.6	1:58:23
83.3%	8335000	-1004613.9276978429	310.6152365603776	40.6	1:58:01
83.4%	8340000	-1005444.6711514313	312.35411376141246	40.6	1:57:39
83.5%	8345000	-1004580.7023428353	311.9722334230256	40.6	1:57:18
83.5%	8350000	-1005910.7326174062	309.55066843328376	40.6	1:56:56
83.5%	8355000	-1003670.9189137192	308.59402415644354	40.6	1:56:34
83.6%	8360000	-1004474.5645429315	312.2895371908682	40.6	1:56:12
83.7%	8365000	-1003094.127864724	309.05858827861135	40.6	1:55:50
83.7%	8370000	-1003724.9130010586	310.2182476765679	40.7	1:55:29
83.8%	8375000	-1004505.3959985431	311.8227683506246	40.6	1:55:08
83.8%	8380000	-1006471.1427638615	310.4524012794258	40.6	1:54:46
83.8%	8385000	-1003563.5707990192	309.5080675479461	40.7	1:54:25
83.9%	8390000	-1004753.4978981148	311.39269841293384	40.7	1:54:03
84.0%	8395000	-1002229.9396544499	311.231332098784	40.7	1:53:41
84.0%	8400000	-1004283.4362327764	311.13020377093636	40.7	1:53:19
84.0%	8405000	-1003732.0505587552	310.6870101337558	40.7	1:52:58
84.1%	8410000	-1003222.7680837028	308.94995184902257	40.7	1:52:36
84.2%	8415000	-1005577.1286159465	311.0289774351676	40.7	1:52:14
84.2%	8420000	-1003166.9563166723	309.5246076416735	40.7	1:51:52
84.2%	8425000	-1004791.9966130657	308.3414438732623	40.7	1:51:30
84.3%	8430000	-1003991.6244474966	311.2533715155866	40.7	1:51:09
84.3%	8435000	-1004219.0075569404	311.03502517240037	40.7	1:50:47
84.4%	8440000	-1003244.0588952005	310.9045405423324	40.7	1:50:25
84.5%	8445000	-1004080.0437943535	309.36660431130144	40.7	1:50:03
84.5%	8450000	-1002344.6546223443	309.49018059143026	40.7	1:49:42
84.5%	8455000	-1003204.6976110535	310.91956247885616	40.7	1:49:20
84.6%	8460000	-1003701.6795473527	308.565436056422	40.7	1:48:58
84.7%	8465000	-1005543.9938575709	312.5312901822439	40.7	1:48:36
84.7%	8470000	-1003827.8178884229	308.7057603366695	40.7	1:48:15
84.8%	8475000	-1004977.4523973949	310.03138948083085	40.7	1:47:53
84.8%	8480000	-1004934.2513534985	310.9735064175782	40.7	1:47:31
84.8%	8485000	-1003709.7765258774	310.0493040681855	40.7	1:47:10
84.9%	8490000	-1003937.6794509869	311.8658586613735	40.7	1:46:48
85.0%	8495000	-1003965.0453905547	309.871233065187	40.7	1:46:26
85.0%	8500000	-1004122.5413719891	310.4396751880634	40.7	1:46:04
85.0%	8505000	-1005360.6686127875	310.14417504062567	40.7	1:45:43
85.1%	8510000	-1004503.6281043459	311.29198962425494	40.7	1:45:21
85.2%	8515000	-1002475.1833813442	310.02200617819545	40.7	1:44:59
85.2%	8520000	-1005112.3917573793	311.1336755724631	40.7	1:44:37
85.2%	8525000	-1002413.0459486181	310.3457444376248	40.7	1:44:16
85.3%	8530000	-1006560.2055265103	310.59873570953573	40.7	1:43:54
85.3%	8535000	-1002781.1632406963	309.62162783509535	40.7	1:43:32
85.4%	8540000	-1004325.937737924	309.6857761184149	40.7	1:43:11
85.5%	8545000	-1007111.4873898812	311.2133308560742	40.8	1:42:49
85.5%	8550000	-1003462.3811754128	311.93140806053776	40.8	1:42:27
85.5%	8555000	-1003446.3799134726	310.96411421638527	40.8	1:42:06
85.6%	8560000	-1004293.6565274522	310.1668027069602	40.8	1:41:44
85.7%	8565000	-1004705.9663173081	312.5585684490852	40.8	1:41:22
85.7%	8570000	-1003524.6990083372	311.0952793101998	40.8	1:41:01
85.8%	8575000	-1006740.3155627958	310.0102957144293	40.8	1:40:39
85.8%	8580000	-1004428.4737852057	310.78121800684517	40.8	1:40:17
85.8%	8585000	-1003711.9299352914	310.1950550549891	40.8	1:39:56
85.9%	8590000	-1005690.2804709533	311.220801686651	40.8	1:39:34
86.0%	8595000	-1004448.088641542	309.8718216083871	40.8	1:39:12
86.0%	8600000	-1005667.0099987788	309.200072054835	40.8	1:38:51
86.0%	8605000	-1005127.9754549237	310.1557600687528	40.8	1:38:29
86.1%	8610000	-1003306.3596146842	310.87883085821267	40.8	1:38:07
86.2%	8615000	-1003811.6653353255	310.5534426754541	40.8	1:37:46
86.2%	8620000	-1004450.1021520467	309.2875499911407	40.8	1:37:24
86.2%	8625000	-1006587.5254668212	312.32212072090607	40.8	1:37:03
86.3%	8630000	-1005425.5952814296	308.09172259881205	40.8	1:36:41
86.3%	8635000	-1004935.6041283254	310.6409001699586	40.8	1:36:19
86.4%	8640000	-1005147.0748780668	311.24249958230064	40.8	1:35:58
86.5%	8645000	-1003933.3855748074	308.8888673358294	40.8	1:35:36
86.5%	8650000	-1004526.3384853164	310.4997958156166	40.8	1:35:14
86.5%	8655000	-1005049.3438791847	310.40604228754916	40.8	1:34:53
86.6%	8660000	-1003737.2273186501	308.831687970812	40.8	1:34:31
86.7%	8665000	-1003021.5702566709	309.7650167490896	40.8	1:34:10
86.7%	8670000	-1003264.1891252259	310.8753246657619	40.8	1:33:48
86.8%	8675000	-1002847.7664286848	309.4320263595269	40.8	1:33:26
86.8%	8680000	-1005667.9475417761	310.41720683232126	40.8	1:33:05
86.8%	8685000	-1003993.7268204577	310.23201492577573	40.8	1:32:43
86.9%	8690000	-1004721.9935096195	309.406787925834	40.8	1:32:21
87.0%	8695000	-1004422.9025867572	310.89269357477514	40.8	1:32:00
87.0%	8700000	-1004299.4592298614	310.8142937728523	40.9	1:31:38
87.0%	8705000	-1002582.0777637279	311.88031700566086	40.9	1:31:17
87.1%	8710000	-1004674.7178947106	307.6008380824145	40.9	1:30:55
87.2%	8715000	-1005086.3555787792	308.8301167027855	40.9	1:30:34
87.2%	8720000	-1004172.1774254628	308.4464868717173	40.9	1:30:12
87.2%	8725000	-1004600.753062062	311.3480569023975	40.9	1:29:51
87.3%	8730000	-1003156.2607376333	310.5343456359828	40.9	1:29:29
87.3%	8735000	-1005549.1990239369	310.60083436369285	40.9	1:29:08
87.4%	8740000	-1003258.6494329758	309.3711304442118	40.9	1:28:46
87.5%	8745000	-1003485.2306628451	310.2809418083299	40.9	1:28:25
87.5%	8750000	-1003871.45800805	309.3052579284161	40.9	1:28:03
87.5%	8755000	-1004515.810543024	310.60509512511425	40.9	1:27:42
87.6%	8760000	-1004959.0012551574	309.74268710772316	40.9	1:27:20
87.7%	8765000	-1004935.5364105003	311.4647704249885	40.9	1:26:58
87.7%	8770000	-1005924.4768898105	310.118177559367	40.9	1:26:37
87.8%	8775000	-1005016.972330356	310.65566967707736	40.9	1:26:15
87.8%	8780000	-1004316.427156141	310.4182066465627	40.9	1:25:54
87.8%	8785000	-1004023.8978058407	307.78249664361135	40.9	1:25:32
87.9%	8790000	-1004359.6282459125	310.8688467991989	40.9	1:25:11
88.0%	8795000	-1004515.0869146176	308.0854900853027	40.9	1:24:49
88.0%	8800000	-1005685.7205335731	311.5426111157305	40.9	1:24:28
88.0%	8805000	-1005741.2578379279	310.4615068606665	40.9	1:24:06
88.1%	8810000	-1004349.3160974225	309.28267257358425	40.9	1:23:45
88.2%	8815000	-1004251.0570776137	310.3079535386703	40.9	1:23:23
88.2%	8820000	-1005388.8893356342	307.9457472044002	40.9	1:23:02
88.2%	8825000	-1003605.1623996338	311.4127211952353	40.9	1:22:40
88.3%	8830000	-1004900.0993602416	310.55367873856403	40.9	1:22:19
88.3%	8835000	-1003066.7012490705	311.8831842076282	40.9	1:21:57
88.4%	8840000	-1003948.8680405263	309.9537539802595	40.9	1:21:36
88.5%	8845000	-1004006.5975157833	309.822035430006	40.9	1:21:14
88.5%	8850000	-1002780.6030367007	310.65994434092727	40.9	1:20:53
88.5%	8855000	-1003726.072669737	311.80492450026287	40.9	1:20:31
88.6%	8860000	-1004963.8823658153	310.05550075516425	41	1:20:10
88.7%	8865000	-1004892.6362004895	309.0074283133704	41	1:19:48
88.7%	8870000	-1002290.2568725459	309.7797082296625	41	1:19:27
88.8%	8875000	-1004685.4142845571	311.13243907677014	41	1:19:05
88.8%	8880000	-1005039.6012969278	311.3830179581591	41	1:18:44
88.8%	8885000	-1004961.9086268581	310.8912836721245	41	1:18:23
88.9%	8890000	-1004944.4260567334	311.6656129692487	41	1:18:01
89.0%	8895000	-1004488.2811362986	310.9255233072205	41	1:17:40
89.0%	8900000	-1004292.025968912	308.8512632770651	41	1:17:18
89.0%	8905000	-1004722.073615198	310.56623729712777	41	1:16:57
89.1%	8910000	-1004228.0017962875	309.53128963392567	41	1:16:35
89.2%	8915000	-1004398.2222999483	310.1051091964797	41	1:16:14
89.2%	8920000	-1002552.8685157867	311.173965404199	41	1:15:52
89.2%	8925000	-1005112.3205000311	311.8414570834164	41	1:15:31
89.3%	8930000	-1006523.3800828317	308.8933629880237	41	1:15:10
89.3%	8935000	-1003276.1889495691	311.2554383594412	41	1:14:48
89.4%	8940000	-1002927.6208201163	310.02505142541173	41	1:14:27
89.5%	8945000	-1004002.1183325583	312.3293617767544	41	1:14:05
89.5%	8950000	-1004380.3261855692	311.799207129452	41	1:13:44
89.5%	8955000	-1006633.0415399866	309.6741519339466	41	1:13:22
89.6%	8960000	-1005335.6012671087	311.3246318990055	41	1:13:01
89.7%	8965000	-1004636.4443710176	311.58475250618113	41	1:12:40
89.7%	8970000	-1004762.4116681581	309.7672776227963	41	1:12:18
89.8%	8975000	-1005985.9476638744	310.5631450006341	41	1:11:57
89.8%	8980000	-1004543.1737333424	309.36345757624	41	1:11:35
89.8%	8985000	-1006161.2619466372	312.0103077782012	41	1:11:14
89.9%	8990000	-1005247.829262238	312.2691824622658	41	1:10:52
90.0%	8995000	-1003151.6042099623	310.59499661558	41	1:10:31
90.0%	9000000	-1005134.7555144429	309.26112942197364	41	1:10:09
90.0%	9005000	-1005749.9068622375	310.6013712689205	41	1:09:48
90.1%	9010000	-1005164.2693072194	309.2336501421563	41.1	1:09:27
90.2%	9015000	-1005878.6781938905	310.97345898928523	41.1	1:09:05
90.2%	9020000	-1005214.5968123255	308.796245225224	41.1	1:08:44
90.2%	9025000	-1006224.5375709422	309.6528733945118	41.1	1:08:22
90.3%	9030000	-1004998.1688595293	310.73992759791014	41.1	1:08:01
90.3%	9035000	-1004301.0629533101	310.42079194631935	41.1	1:07:40
90.4%	9040000	-1003974.3734142995	310.4861440197257	41.1	1:07:18
90.5%	9045000	-1004503.8518013405	308.4307675931554	41.1	1:06:57
90.5%	9050000	-1005112.8646764979	309.2965597360456	41.1	1:06:35
90.5%	9055000	-1004526.0712914895	308.8559326362667	41.1	1:06:14
90.6%	9060000	-1005073.5406851312	309.6779177463012	41.1	1:05:52
90.7%	9065000	-1003795.4409276163	308.5906233054701	41.1	1:05:31
90.7%	9070000	-1003506.8114139996	308.15551240523564	41.1	1:05:10
90.8%	9075000	-1005041.9211647231	309.3436539412717	41.1	1:04:48
90.8%	9080000	-1005299.434977782	310.43620693973713	41.1	1:04:27
90.8%	9085000	-1005576.8390524285	308.9262526699665	41.1	1:04:05
90.9%	9090000	-1001807.7881729938	309.83689027392563	41.1	1:03:44
91.0%	9095000	-1003266.219334526	310.7401877733666	41.1	1:03:23
91.0%	9100000	-1004176.2355031092	310.3741917092409	41.1	1:03:01
91.0%	9105000	-1003535.1433452303	306.8669711659304	41.1	1:02:40
91.1%	9110000	-1003382.7365471581	310.4395242214163	41.1	1:02:19
91.2%	9115000	-1004824.8906842694	308.9743235348261	41.1	1:01:57
91.2%	9120000	-1004912.2291402062	310.6281926941517	41.1	1:01:36
91.2%	9125000	-1003429.4819231732	310.57031066954335	41.1	1:01:15
91.3%	9130000	-1003595.5230496833	310.54335318432845	41.1	1:00:53
91.3%	9135000	-1004681.0629315646	309.21631573110335	41.1	1:00:32
91.4%	9140000	-1006630.2202988695	310.36039613172835	41.2	1:00:11
91.5%	9145000	-1004820.1044183569	309.81549009184397	41.2	59:50
91.5%	9150000	-1004437.2519181538	310.1258182878857	41.2	59:28
91.5%	9155000	-1004327.3191500017	313.2416154110578	41.2	59:07
91.6%	9160000	-1003057.5550617455	309.63714568474586	41.2	58:46
91.7%	9165000	-1004577.7398407618	311.0460609140401	41.2	58:25
91.7%	9170000	-1004221.0380003238	309.682730803133	41.2	58:04
91.8%	9175000	-1000978.2499461928	310.34891113844145	41.2	57:42
91.8%	9180000	-1004059.3334027557	312.18488911939215	41.2	57:21
91.8%	9185000	-1004566.4814538499	309.0446550376801	41.2	57:00
91.9%	9190000	-1005341.193871553	310.22321738097077	41.2	56:39
92.0%	9195000	-1005934.5207567392	311.52002506102326	41.2	56:17
92.0%	9200000	-1004284.2699591992	309.6669003297393	41.2	55:56
92.0%	9205000	-1004052.9462625086	313.2729571521039	41.2	55:35
92.1%	9210000	-1003517.4819622021	310.0108616769907	41.2	55:14
92.2%	9215000	-1004860.5720778108	308.9809418279085	41.2	54:53
92.2%	9220000	-1003534.8226409806	308.76861559833105	41.2	54:32
92.2%	9225000	-1006573.6771671278	310.78097971662584	41.2	54:10
92.3%	9230000	-1005055.6519200001	311.72025521662323	41.2	53:49
92.3%	9235000	-1003637.2568783481	309.9997700595218	41.2	53:28
92.4%	9240000	-1002898.8741502371	309.69707605323373	41.2	53:07
92.5%	9245000	-1005797.7274006624	307.9212104746296	41.2	52:46
92.5%	9250000	-1005551.4991108598	308.6259442216569	41.2	52:24
92.5%	9255000	-1006205.9164409991	310.7234711869439	41.2	52:03
92.6%	9260000	-1005170.0709502026	311.5090942800022	41.2	51:42
92.7%	9265000	-1003983.0401536226	310.02850944363223	41.2	51:21
92.7%	9270000	-1006066.612605107	311.06083004903735	41.2	51:00
92.8%	9275000	-1004446.0468746154	309.7303677098268	41.2	50:39
92.8%	9280000	-1006353.0964785405	310.19750830202537	41.2	50:17
92.8%	9285000	-1003027.9028307991	310.3173207485872	41.2	49:56
92.9%	9290000	-1003626.5688519413	309.027050624461	41.2	49:35
93.0%	9295000	-1003812.489455225	308.92892029472847	41.2	49:14
93.0%	9300000	-1005531.038593797	309.69512980499206	41.2	48:53
93.0%	9305000	-1004712.0824009655	309.24971918836764	41.2	48:32
93.1%	9310000	-1004180.2294547334	311.38326391849023	41.2	48:11
93.2%	9315000	-1004168.8554542502	311.0725426857048	41.2	47:50
93.2%	9320000	-1006282.1606235318	309.02676436771327	41.2	47:28
93.2%	9325000	-1005019.0339762745	310.41994403073136	41.2	47:07
93.3%	9330000	-1002402.4517256673	313.4538030362105	41.3	46:46
93.3%	9335000	-1004383.4887486836	311.35186663229166	41.3	46:25
93.4%	9340000	-1005371.7336277077	308.95097231867004	41.3	46:04
93.5%	9345000	-1007671.1923855487	313.2679615696906	41.3	45:43
93.5%	9350000	-1005493.9687078027	309.67961336096135	41.3	45:22
93.5%	9355000	-1004791.9090039721	309.01283812707095	41.3	45:01
93.6%	9360000	-1003325.0693530878	310.29057770341024	41.3	44:39
93.7%	9365000	-1003966.797529283	310.1994827773281	41.3	44:18
93.7%	9370000	-1004286.8895061584	308.4759226447351	41.3	43:57
93.8%	9375000	-1004145.7271477375	309.6305511753245	41.3	43:36
93.8%	9380000	-1004397.9975425359	311.2597068987422	41.3	43:15
93.8%	9385000	-1005685.9286406739	310.8074728108475	41.3	42:54
93.9%	9390000	-1004982.7740133591	311.9218541155496	41.3	42:33
94.0%	9395000	-1003752.9004733628	309.05988510115225	41.3	42:12
94.0%	9400000	-1004812.4427690459	308.76710152553903	41.3	41:51
94.0%	9405000	-1004687.5702509899	310.23074800180814	41.3	41:30
94.1%	9410000	-1004012.9799034214	310.16018889876506	41.3	41:09
94.2%	9415000	-1002868.7798771448	310.2986174702916	41.3	40:48
94.2%	9420000	-1001560.196891224	307.29125159840976	41.3	40:27
94.2%	9425000	-1004974.1912478721	312.22388685595206	41.3	40:06
94.3%	9430000	-1003684.7717561405	310.6970293528815	41.3	39:45
94.3%	9435000	-1004396.8436742099	309.790957375472	41.3	39:23
94.4%	9440000	-1004549.3143646978	312.91021061811756	41.3	39:02
94.5%	9445000	-1005158.6951369131	309.07201341916203	41.3	38:41
94.5%	9450000	-1002865.9619073346	311.5334196471498	41.3	38:20
94.5%	9455000	-1002872.0265247505	309.5780269924336	41.3	37:59
94.6%	9460000	-1002695.7867229013	309.2243517476098	41.3	37:38
94.7%	9465000	-1004399.793514601	311.43730683285423	41.3	37:17
94.7%	9470000	-1003562.079070285	309.5783067439421	41.3	36:56
94.8%	9475000	-1004587.0292667905	309.99418387158624	41.3	36:35
94.8%	9480000	-1004146.8828393696	310.8471309467935	41.3	36:14
94.8%	9485000	-1006340.4804819198	310.7981175425638	41.3	35:53
94.9%	9490000	-1006173.8909254996	309.9698005683922	41.3	35:32
95.0%	9495000	-1004627.5225804681	311.5107895663735	41.3	35:11
95.0%	9500000	-1005838.8615111457	310.33300770324746	41.3	34:50
95.0%	9505000	-1006886.8206237201	308.96943823601646	41.3	34:29
95.1%	9510000	-1004575.2730534254	309.2088016484287	41.3	34:08
95.2%	9515000	-1004739.6202425323	308.114884865378	41.3	33:47
95.2%	9520000	-1003929.2325398903	310.04813146911874	41.3	33:26
95.2%	9525000	-1006408.0688459184	308.7042938344883	41.3	33:05
95.3%	9530000	-1004832.8099731952	313.2440159066919	41.3	32:44
95.3%	9535000	-1004949.2010368928	308.81531243950764	41.4	32:23
95.4%	9540000	-1005594.9866305487	309.5954738280092	41.4	32:02
95.5%	9545000	-1003461.8734800825	308.9134568892723	41.4	31:41
95.5%	9550000	-1004619.3775840867	312.5952759601026	41.4	31:20
